Date,year,month,Total_arrivals,N_influenza,ILI,Positivity_Rate,RH,Temp_avg,Temp_dew,WS_avg,WCI,ICL,Baidu,North_ILI,South_ILI,North_Pos_Rate,South_Pos_Rate,ILI_Pos_Product,Baidu_without_covid,Baidu_covid,Temp_max,Temp_min
2015/1/1,2015,1,4470658,4880.857143,3.161290323,0.207980645,63.07373272,17.12258065,9.657142857,16.19447005,581.5678781,1.204387941,224591.129,3.422580645,2.987096774,0.199967742,0.213322581,0.657944774,224334.7742,256.3548387,21.72857143,12.44285714
2015/2/1,2015,2,4528479,3138.285714,3.019285714,0.162564286,69.41326531,18.63214286,12.52908163,18.86581633,535.5030499,1.089860619,217378.6071,3.107142857,2.960714286,0.105178571,0.200821429,0.490214714,216196.75,1181.857143,24.67142857,14.01428571
2015/3/1,2015,3,3223168,3397,2.611612903,0.144458065,77.06912442,21.25391705,16.95391705,18.91152074,438.932706,0.890861276,178484.1935,2.638709677,2.593548387,0.138322581,0.148548387,0.377203613,177475.5161,1008.677419,28.9,17.08571429
2015/4/1,2015,4,3586529,1650.428571,2.704,0.092326667,69.82380952,24.25285714,18.03142857,15.63333333,318.5301254,0.663179507,172607.2667,2.45,2.873333333,0.097566667,0.088833333,0.249765733,172374.0667,233.2,31.47142857,17.74285714
2015/5/1,2015,5,3608646,989.2857143,2.841290323,0.049522581,76.43317972,28.44331797,23.79124424,17.23179724,168.6260527,0.345150587,169582.9677,2.332258065,3.180645161,0.029354839,0.062967742,0.140443355,169442.7097,140.2580645,33.32857143,25.07142857
2015/6/1,2015,6,3316097,2315,3.466,0.10994,72.0952381,30.6047619,24.87333333,15.99190476,87.70175441,0.181069958,173715.4,2.57,4.063333333,0.0092,0.1771,0.381267733,172773.1667,942.2333333,34.92857143,27.14285714
2015/7/1,2015,7,3828551,3512.142857,3.22,0.160948387,71.77880184,30.00875576,24.17511521,16.79124424,109.8692774,0.226311705,223668.5484,2.529032258,3.680645161,0.022193548,0.253451613,0.51839071,223475.3871,193.1612903,34.88571429,26.64285714
2015/8/1,2015,8,4534425,3065.285714,2.841290323,0.141535484,71.5437788,30.14331797,24.19723502,12.55852535,99.93877427,0.215998342,225442.129,2.467741935,3.090322581,0.056645161,0.198129032,0.404433419,225438.1935,3.935483871,35.34285714,26.67142857
2015/9/1,2015,9,3490871,1031.714286,2.56,0.058486667,71,29.19047619,23.21761905,15.14238095,137.7500843,0.288388386,185535.1667,2.34,2.706666667,0.045466667,0.067166667,0.149558933,185456.9667,78.2,33.04285714,26.67142857
2015/10/1,2015,10,3835141,399.1428571,2.500645161,0.018729032,66.86175115,26.74285714,19.83317972,15.89907834,226.8850238,0.474181679,184415.3871,2.477419355,2.516129032,0.012709677,0.022741935,0.046957161,184407.5161,7.870967742,32.3,22.67142857
2015/11/1,2015,11,3499071,432,2.497333333,0.019926667,69.25714286,24.86190476,18.65142857,18.16952381,303.2120561,0.617003094,176595.2,2.523333333,2.48,0.016466667,0.022233333,0.049905467,176580.9667,14.23333333,30.12857143,18.17142857
2015/12/1,2015,12,3702963,1800.428571,2.789677419,0.071832258,69.62672811,18.86175115,12.77050691,17.13456221,521.9583037,1.072401218,197133.6774,2.75483871,2.812903226,0.069451613,0.073419355,0.207950194,197119.9032,13.77419355,23.68571429,13.94285714
2016/1/1,2016,1,4025904,5134.285714,3.31483871,0.200819355,75.29953917,16.28156682,11.55714286,18.19677419,623.041533,1.268259809,216029.5161,3.487096774,3.2,0.255419355,0.164419355,0.668325677,216001.9677,27.5483871,22.81428571,10.98571429
2016/2/1,2016,2,3346109,6828.285714,3.72137931,0.26157931,66.408867,15.591133,8.6,17.31034483,644.662842,1.32065157,184715.6552,4.203448276,3.4,0.329068966,0.216586207,0.960161103,184691.2414,24.4137931,23.77142857,10.32857143
2016/3/1,2016,3,3005146,9017,3.811612903,0.333251613,76.55299539,18.78801843,14.25852535,18.0156682,528.2356189,1.078011659,170873.9032,3.838709677,3.793548387,0.377322581,0.303870968,1.274449161,170685.2581,188.6451613,25.1,14.72857143
2016/4/1,2016,4,3438848,4106.571429,3.386666667,0.219413333,80.03333333,24.7452381,20.92666667,18.00809524,306.2304354,0.625853845,169129.4667,2.896666667,3.713333333,0.174133333,0.2496,0.757155467,169094.6,34.86666667,29.04285714,18.95714286
2016/5/1,2016,5,3307792,1340.428571,3.092903226,0.068735484,75.12442396,27.91889401,23.00276498,18.85529954,190.4519088,0.384986892,172871.0968,2.458064516,3.516129032,0.023580645,0.09883871,0.214578968,172871.0968,0,33.94285714,23.8
2016/6/1,2016,6,3190134,467.8571429,3.041333333,0.023926667,74.71904762,30.23666667,25.09428571,15.50809524,99.97370604,0.20898974,174463.9,2.523333333,3.386666667,0.004666667,0.036766667,0.072919067,174463.9,0,35.14285714,26.12857143
2016/7/1,2016,7,3913315,285.8571429,2.867096774,0.013367742,71.63133641,30.75437788,24.90230415,14.82949309,81.20069273,0.169684937,200328.7419,2.522580645,3.096774194,0.001580645,0.021225806,0.038394323,200328.7419,0,35.51428571,27.2
2016/8/1,2016,8,4020496,413.4285714,2.605806452,0.020187097,77.19815668,29.41013825,24.84285714,13.7875576,127.8573125,0.271677497,197386.7419,2.377419355,2.758064516,0.003387097,0.031387097,0.052393419,197386.7419,0,34.2,26.07142857
2016/9/1,2016,9,3316227,707.5714286,2.624666667,0.0369,73.26190476,28.74857143,23.25095238,14.5152381,152.4228119,0.321914687,174324.7333,2.486666667,2.716666667,0.0052,0.058033333,0.0974236,174324.7333,0,33.2,25.82857143
2016/10/1,2016,10,3698301,1327.857143,2.686451613,0.066458065,72.60829493,27.62995392,22.06635945,17.15852535,197.7951672,0.40687891,176381.3226,2.670967742,2.696774194,0.012225806,0.102612903,0.178710581,176381.3226,0,31.88571429,21.28571429
2016/11/1,2016,11,3375070,3033.428571,3.097333333,0.138046667,71.4,22.91952381,17.29095238,16.76809524,371.6951823,0.764405097,173324.6667,3.203333333,3.026666667,0.049666667,0.196966667,0.431675467,173324.6667,0,29.91428571,16.71428571
2016/12/1,2016,12,3928584,5518.571429,3.458064516,0.21503871,60.3640553,20.25760369,12.04101382,16.8359447,470.0469058,0.966450562,200489.7742,3.748387097,3.264516129,0.190032258,0.231709677,0.744654581,200489.7742,0,24.31428571,14.84285714
2017/1/1,2017,1,4328327,5824.571429,3.514193548,0.193909677,70.20737327,19.09861751,13.2875576,15.47327189,506.3341795,1.054387917,207358.7097,4.019354839,3.177419355,0.244967742,0.159870968,0.681502968,207358.7097,0,25.72857143,14.84285714
2017/2/1,2017,2,3119324,4253.285714,3.01,0.143864286,67.28061224,17.64081633,11.09030612,17.92653061,570.8777423,1.165085789,215216.9286,3.228571429,2.864285714,0.193214286,0.110964286,0.434710857,215216.9286,0,23.22857143,13.11428571
2017/3/1,2017,3,3315455,4881.142857,3.119354839,0.15616129,73.37788018,20.11336406,14.84147465,19.97281106,485.4374142,0.977455455,198436.3548,3.274193548,3.016129032,0.179967742,0.140290323,0.487135226,198436.3548,0,25.52857143,16.68571429
2017/4/1,2017,4,3499426,3306.142857,3.184666667,0.116906667,74.92857143,23.98714286,19.09857143,15.86285714,329.3358509,0.683350024,187730.2,3.136666667,3.216666667,0.084566667,0.138466667,0.3730652,187730.2,0,28.51428571,17.95714286
2017/5/1,2017,5,3430689,1560.714286,3.261935484,0.065877419,74.84792627,26.91935484,21.89953917,15.51105991,220.2563113,0.460778209,178507.0323,3.161290323,3.329032258,0.026064516,0.092419355,0.214864,178507.0323,0,33.34285714,23.97142857
2017/6/1,2017,6,3081708,1042.571429,3.181333333,0.04148,75.23333333,29.66333333,24.69714286,17.65285714,123.8017041,0.25255776,212428.6667,2.563333333,3.593333333,0.0062,0.065,0.132574267,212428.6667,0,33.6,26.01428571
2017/7/1,2017,7,4055415,2431.428571,3.461935484,0.10743871,75.23502304,29.78248848,24.73640553,15.82764977,117.7477066,0.243476636,267070.7097,2.5,4.103225806,0.008612903,0.173322581,0.370853032,266657.7419,412.9677419,34.95714286,26.25714286
2017/8/1,2017,8,3936326,3800.857143,3.094193548,0.172458065,72.640553,30.43917051,24.83179724,16.88248848,93.41386027,0.193641876,265536.9355,2.441935484,3.529032258,0.05116129,0.253322581,0.532659871,263338.5806,2198.354839,34.38571429,25.6
2017/9/1,2017,9,3555836,3206.857143,2.880666667,0.15526,72.55238095,29.98142857,24.35333333,13.68619048,107.0262051,0.228319901,226695.0667,2.466666667,3.156666667,0.0724,0.2105,0.4489036,226221,474.0666667,34.37142857,25.6
2017/10/1,2017,10,4006921,1657.714286,3.27483871,0.075451613,62.41013825,27.2843318,19.1562212,18.58940092,211.9213829,0.433139721,221154.8065,3.009677419,3.451612903,0.037129032,0.101,0.247286968,221061.0323,93.77419355,33.72857143,21.04285714
2017/11/1,2017,11,3659694,2866.428571,3.06,0.103813333,66.46666667,22.64428571,15.7452381,15.31619048,376.0666051,0.785263,218073.3333,3.16,2.993333333,0.083133333,0.1176,0.326023467,218035.1667,38.16666667,27.94285714,16.58571429
2017/12/1,2017,12,4205819,11844.42857,4.309032258,0.326670968,55.3640553,18.6562212,8.957603687,15.80368664,523.5863478,1.087972248,229196.0645,4.738709677,4.022580645,0.359322581,0.304903226,1.452990581,229140.7419,55.32258065,25,13.54285714
2018/1/1,2018,1,4094994,16277.14286,5.724516129,0.444051613,70.32718894,16.71889401,10.86497696,17.45253456,602.9067598,1.235050528,258243.2903,5.238709677,6.048387097,0.445483871,0.443096774,2.548195484,258182.9355,60.35483871,22.2,7.828571429
2018/2/1,2018,2,4377990,9654.714286,4.488571429,0.346,64.51530612,16.55714286,9.391836735,14.97653061,596.1044296,1.24727629,262447.5,3.860714286,4.907142857,0.289107143,0.383928571,1.562967286,262357.5,90,25.08571429,7.828571429
2018/3/1,2018,3,3651676,5084.285714,3.26,0.173012903,69.03225806,21.32396313,15.14331797,16.67788018,430.2645422,0.885507438,238946.871,2.638709677,3.674193548,0.116806452,0.210483871,0.568565032,238925.4839,21.38709677,27.58571429,16.01428571
2018/4/1,2018,4,4032387,985.5714286,3.118,0.046193333,71.06190476,24.04619048,18.19047619,15.54952381,325.8736098,0.678861007,237431.0333,2.39,3.603333333,0.042533333,0.048633333,0.144532667,237431.0333,0,31.21428571,19.02857143
2018/5/1,2018,5,3803977,303.5714286,3.301935484,0.014858065,71.7281106,28.97004608,23.15115207,17.36728111,150.0693069,0.305166321,213135.7097,2.370967742,3.922580645,0.009225806,0.018612903,0.048758581,213128.0968,7.612903226,35.4,23.94285714
2018/6/1,2018,6,3616705,192.2857143,3.306666667,0.008486667,74.09047619,29.41142857,24.12380952,17.33761905,132.8845093,0.27167358,234491.8667,2.356666667,3.94,0.001466667,0.013166667,0.028135733,234485.9667,5.9,35.4,26.24285714
2018/7/1,2018,7,4383980,158,2.789677419,0.007012903,74.50691244,29.77557604,24.61612903,17.6875576,119.7721947,0.244038872,260539.8065,2.241935484,3.15483871,0.001129032,0.010935484,0.019589548,260526.0323,13.77419355,34.58571429,26.61428571
2018/8/1,2018,8,4803626,103.1428571,2.486451613,0.004806452,77.94009217,29.21152074,24.79585253,14.59815668,136.3543151,0.286779861,259602.129,2.083870968,2.75483871,0.001129032,0.007258065,0.011968258,259384.3226,217.8064516,34.58571429,25.72857143
2018/9/1,2018,9,3693871,158.2857143,2.5,0.006206667,71.81428571,28.73904762,22.92285714,16.14857143,155.2130762,0.322673067,251963.5333,2.07,2.786666667,0.000466667,0.010033333,0.0155372,251860.3,103.2333333,32.92857143,25.55714286
2018/10/1,2018,10,4628552,212.2857143,2.521935484,0.008206452,64.26267281,25.6437788,17.77788018,15.40921659,267.4090138,0.557597088,231012.1613,2.187096774,2.74516129,0.003483871,0.011354839,0.020583355,230998.8387,13.32258065,31.07142857,21.31428571
2018/11/1,2018,11,4613103,913.1428571,2.744,0.0306,68.62857143,23.76571429,17.15714286,17.31857143,341.3813917,0.700189984,255376.8667,2.65,2.806666667,0.0247,0.034533333,0.0867096,255376.8667,0,28.8,19.9
2018/12/1,2018,12,5102464,5204.142857,3.641290323,0.134819355,71,19.00046083,13.43179724,16.08986175,512.9279657,1.061854046,300069.6452,3.616129032,3.658064516,0.134258065,0.135193548,0.516214968,300067.7419,1.903225806,25.15714286,13.34285714
2019/1/1,2019,1,5524443,15997,5.303225806,0.385458065,69.51612903,18.00552995,12.10230415,14.37004608,539.0516076,1.137328029,293886.129,5.187096774,5.380645161,0.386,0.385096774,2.051096129,293737.2581,148.8709677,23.87142857,13.34285714
2019/2/1,2019,2,4540646,9372.857143,4.482857143,0.339928571,77.50510204,20.9122449,16.70561224,19.60204082,454.272214,0.916812987,299856.8571,4.017857143,4.792857143,0.290964286,0.372571429,1.544772429,299596.0357,260.8214286,25.75714286,17.22857143
2019/3/1,2019,3,4462586,11352.57143,3.700645161,0.319903226,78.70506912,21.54331797,17.51797235,18.44976959,428.2443914,0.868895546,253638.871,3.183870968,4.04516129,0.331225806,0.312354839,1.183688774,253321.1613,317.7096774,26.3,17.61428571
2019/4/1,2019,4,4256683,6177.142857,3.934666667,0.29832,76.81904762,25.4247619,20.92095238,18.90714286,283.9647641,0.574296682,247332.1667,3.596666667,4.16,0.3786,0.2448,1.175643733,246532,800.1666667,31,21.4
2019/5/1,2019,5,4700039,3711.714286,3.527096774,0.187090323,78.5437788,26.53133641,22.37373272,19.03133641,242.2999448,0.490308051,208409.7742,2.619354839,4.132258065,0.16583871,0.201258065,0.662743355,208228.8387,180.9354839,32.82857143,21.74285714
2019/6/1,2019,6,3986242,2057.142857,3.476,0.09598,76.51904762,29.60619048,24.91619048,17.05380952,125.2622632,0.256882221,190604.5,2.4,4.193333333,0.0448,0.1301,0.336986667,190538.1333,66.36666667,33.25714286,24.64285714
2019/7/1,2019,7,4148998,1537.285714,3.058709677,0.059490323,75.43778802,30.09677419,25.16313364,17.26958525,107.1752978,0.219639927,194491.0968,2.290322581,3.570967742,0.006806452,0.094612903,0.182423484,194463.5484,27.5483871,34.85714286,26.08571429
2019/8/1,2019,8,2771480,1181.285714,2.669032258,0.044703226,75.32258065,29.88709677,24.92258065,17.45852535,115.0212506,0.235564589,186438.5161,2.070967742,3.067741935,0.005645161,0.070741935,0.120226452,186438.5161,0,34.47142857,25.98571429
2019/9/1,2019,9,2401471,833.1428571,2.8,0.033353333,67.33809524,29.22380952,22.15142857,13.70619048,134.1155791,0.285820817,97245.93333,2.24,3.173333333,0.003933333,0.052966667,0.0928284,97245.93333,0,34.02857143,25
2019/10/1,2019,10,2503210,686.8571429,2.810967742,0.02476129,64.76497696,27.27695853,19.81198157,14.77695853,207.0955541,0.433624575,81665.09677,2.464516129,3.041935484,0.004903226,0.038,0.069351226,81665.09677,0,33.34285714,22.48571429
2019/11/1,2019,11,1921951,2372,3.074666667,0.075906667,59.17619048,23.42571429,14.67285714,15.32,347.4762702,0.725951892,76748.36667,2.776666667,3.273333333,0.038766667,0.100666667,0.2403088,76748.36667,0,29.14285714,19.15714286
2019/12/1,2019,12,2389309,14821.14286,5.097419355,0.339690323,59.12442396,19.51981567,10.49585253,16.29447005,493.9615683,1.022432653,81890.41935,4.822580645,5.280645161,0.317354839,0.354580645,1.818436774,81855.12903,35.29032258,25.6,13.88571429
2020/1/1,2020,1,2520594,16853,6.383225806,0.403225806,68.67741935,19.14562212,12.93824885,17.1235023,512.3553014,1.05085758,78484.67742,6.125806452,6.55483871,0.36616129,0.427935484,2.524375742,75399.35484,3085.322581,24.51428571,11.91428571
2020/2/1,2020,2,96716,1927.428571,4.828275862,0.080462069,69.54187192,18.7817734,12.70246305,16.69310345,524.0378454,1.078465389,89043.17241,5.186206897,4.589655172,0.075827586,0.083551724,0.481728138,51217.17241,37826,25.95714286,11.91428571
